time,coin,price,tf15m_sig,tf1h_sig,tf4h_sig,score_15m,score_1h,score_4h,funding,oi,vote,notes
2025-10-19 14:14:54,ETH,3886.9200,⚖️ Trung tính,⚖️ Trung tính,⚠️ Cảnh báo sớm: có dấu hiệu đảo chiều,-0.50,-0.20,-1.30,-3.50523561811e-05,4984302.720000011,⚖️ Chưa rõ ràng, | 432ms
2025-10-19 14:23:51,ETH,3882.9000,⚖️ Trung tính,⚖️ Trung tính,⚠️ Cảnh báo sớm: có dấu hiệu đảo chiều,-0.50,-0.20,-1.30,-3.25332373639e-05,4997194.970000011,⚖️ Chưa rõ ràng, | 427ms
2025-10-19 14:23:52,LTC,91.8600,⚖️ Trung tính,⚠️ Cảnh báo sớm: có dấu hiệu đảo chiều — *tiếp diễn Long (yếu)*,⚖️ Trung tính,-0.50,2.60,-0.50,-4.6888652487e-05,439881.4000000001,⚖️ Chưa rõ ràng, | 431ms
2025-10-19 14:23:58,LINEA,0.0179,⚠️ Cảnh báo sớm: có dấu hiệu đảo chiều,⚠️ Cảnh báo sớm: có dấu hiệu đảo chiều — *tiếp diễn Short (yếu)*,⚖️ Trung tính,-1.50,-1.20,-0.50,5e-05,2608322.0,⚖️ Chưa rõ ràng, | 436ms
2025-10-19 14:23:58,SOL,185.5900,⚖️ Trung tính,⚠️ Cảnh báo sớm: có dấu hiệu đảo chiều — *tiếp diễn Short (yếu)*,⚖️ Trung tính,-0.50,-1.20,-0.50,1.45097768091e-05,2346921.4200000027,⚖️ Chưa rõ ràng, | 467ms
2025-10-19 14:23:59,BNB,1085.8400,⚠️ Cảnh báo sớm: có dấu hiệu đảo chiều,⚠️ Cảnh báo sớm: có dấu hiệu đảo chiều — *tiếp diễn Short (yếu)*,⚖️ Trung tính,-1.50,-1.20,-0.50,2.16630676528e-05,9921573.0,⚖️ Chưa rõ ràng, | 431ms
2025-10-19 14:24:04,ADA,0.6289,⚠️ Cảnh báo sớm: có dấu hiệu đảo chiều,⚠️ Cảnh báo sớm: có dấu hiệu đảo chiều — *tiếp diễn Short (yếu)*,⚖️ Trung tính,-1.50,-1.20,-0.50,-1.57345581299e-05,553805.9999999999,⚖️ Chưa rõ ràng, | 427ms
2025-10-19 14:24:04,PEPE,0.0000,⚖️ Trung tính,⚖️ Trung tính,⚖️ Trung tính,0.50,-0.20,-0.50,-4.18110466344e-05,486805.3999999999,⚖️ Chưa rõ ràng, | 431ms
2025-10-19 14:24:06,BTC,106840.0000,⚠️ Cảnh báo sớm: có dấu hiệu đảo chiều,⚠️ Cảnh báo sớm: có dấu hiệu đảo chiều — *tiếp diễn Short (yếu)*,⚠️ Cảnh báo sớm: có dấu hiệu đảo chiều,-1.50,-1.20,-1.30,-2.17250356179e-05,2302384.7700000047,⚖️ Chưa rõ ràng, | 437ms
2025-10-19 14:24:11,ETH,3884.4000,⚖️ Trung tính,⚖️ Trung tính,⚠️ Cảnh báo sớm: có dấu hiệu đảo chiều,-0.50,-0.20,-1.30,-3.25332373639e-05,4998171.230000011,⚖️ Chưa rõ ràng, | 431ms
2025-10-19 14:24:12,LTC,91.9100,⚖️ Trung tính,⚠️ Cảnh báo sớm: có dấu hiệu đảo chiều — *tiếp diễn Long (yếu)*,⚖️ Trung tính,0.50,2.60,-0.50,-4.50189946186e-05,439845.1000000001,⚖️ Chưa rõ ràng, | 430ms
2025-10-19 14:24:17,LINEA,0.0179,⚠️ Cảnh báo sớm: có dấu hiệu đảo chiều,⚠️ Cảnh báo sớm: có dấu hiệu đảo chiều — *tiếp diễn Short (yếu)*,⚖️ Trung tính,-1.50,-1.20,-0.50,5e-05,2608287.0,⚖️ Chưa rõ ràng, | 437ms
2025-10-19 14:24:18,SOL,185.6700,⚖️ Trung tính,⚠️ Cảnh báo sớm: có dấu hiệu đảo chiều — *tiếp diễn Short (yếu)*,⚖️ Trung tính,-0.50,-1.20,-0.50,1.46464404494e-05,2346680.0400000024,⚖️ Chưa rõ ràng, | 421ms
2025-10-19 14:24:19,BNB,1085.8400,⚠️ Cảnh báo sớm: có dấu hiệu đảo chiều,⚠️ Cảnh báo sớm: có dấu hiệu đảo chiều — *tiếp diễn Short (yếu)*,⚖️ Trung tính,-1.50,-1.20,-0.50,2.1232628221e-05,9922214.0,⚖️ Chưa rõ ràng, | 432ms
2025-10-19 14:24:24,ADA,0.6291,⚠️ Cảnh báo sớm: có dấu hiệu đảo chiều,⚠️ Cảnh báo sớm: có dấu hiệu đảo chiều — *tiếp diễn Short (yếu)*,⚖️ Trung tính,-1.50,-1.20,-0.50,-1.57948347052e-05,553799.2,⚖️ Chưa rõ ràng, | 442ms
2025-10-19 14:24:25,PEPE,0.0000,⚠️ Cảnh báo sớm: có dấu hiệu đảo chiều,⚠️ Cảnh báo sớm: có dấu hiệu đảo chiều — *tiếp diễn Short (yếu)*,⚖️ Trung tính,-1.50,-1.20,-0.50,-4.27725661416e-05,486825.3999999999,⚖️ Chưa rõ ràng, | 426ms
2025-10-19 14:24:29,BTC,106840.0000,⚠️ Cảnh báo sớm: có dấu hiệu đảo chiều,⚠️ Cảnh báo sớm: có dấu hiệu đảo chiều — *tiếp diễn Short (yếu)*,⚠️ Cảnh báo sớm: có dấu hiệu đảo chiều,-1.50,-1.20,-1.30,-2.14847262625e-05,2302369.0700000045,⚖️ Chưa rõ ràng, | 433ms
2025-10-19 14:24:31,ETH,3885.5300,⚖️ Trung tính,⚖️ Trung tính,⚠️ Cảnh báo sớm: có dấu hiệu đảo chiều,-0.50,-0.20,-1.30,-3.24214171898e-05,4998170.970000011,⚖️ Chưa rõ ràng, | 423ms
2025-10-19 14:24:32,LTC,91.9100,⚖️ Trung tính,⚠️ Cảnh báo sớm: có dấu hiệu đảo chiều — *tiếp diễn Long (yếu)*,⚖️ Trung tính,0.50,2.60,-0.50,-4.50189946186e-05,439844.6000000001,⚖️ Chưa rõ ràng, | 428ms
2025-10-19 14:24:37,LINEA,0.0179,⚠️ Cảnh báo sớm: có dấu hiệu đảo chiều,⚠️ Cảnh báo sớm: có dấu hiệu đảo chiều — *tiếp diễn Short (yếu)*,⚖️ Trung tính,-1.50,-1.20,-0.50,5e-05,2608698.0,⚖️ Chưa rõ ràng, | 427ms
2025-10-19 14:24:38,SOL,185.7600,⚖️ Trung tính,⚠️ Cảnh báo sớm: có dấu hiệu đảo chiều — *tiếp diễn Short (yếu)*,⚖️ Trung tính,-0.50,-1.20,-0.50,1.46464404494e-05,2347846.5200000023,⚖️ Chưa rõ ràng, | 424ms
2025-10-19 14:24:42,BNB,1085.9500,⚠️ Cảnh báo sớm: có dấu hiệu đảo chiều,⚠️ Cảnh báo sớm: có dấu hiệu đảo chiều — *tiếp diễn Short (yếu)*,⚖️ Trung tính,-1.50,-1.20,-0.50,2.1232628221e-05,9922391.0,⚖️ Chưa rõ ràng, | 441ms
2025-10-19 14:24:44,ADA,0.6293,⚠️ Cảnh báo sớm: có dấu hiệu đảo chiều,⚠️ Cảnh báo sớm: có dấu hiệu đảo chiều — *tiếp diễn Short (yếu)*,⚖️ Trung tính,-1.50,-1.20,-0.50,-1.57948347052e-05,553802.1,⚖️ Chưa rõ ràng, | 427ms
2025-10-19 14:24:44,PEPE,0.0000,⚠️ Cảnh báo sớm: có dấu hiệu đảo chiều,⚠️ Cảnh báo sớm: có dấu hiệu đảo chiều — *tiếp diễn Short (yếu)*,⚖️ Trung tính,-1.50,-1.20,-0.50,-4.27725661416e-05,486831.99999999994,⚖️ Chưa rõ ràng, | 443ms
2025-10-19 14:24:48,BTC,106861.1100,⚠️ Cảnh báo sớm: có dấu hiệu đảo chiều,⚠️ Cảnh báo sớm: có dấu hiệu đảo chiều — *tiếp diễn Short (yếu)*,⚠️ Cảnh báo sớm: có dấu hiệu đảo chiều,-1.50,-1.20,-1.30,-2.14847262625e-05,2302318.4200000046,⚖️ Chưa rõ ràng, | 432ms
2025-10-19 14:24:54,ETH,3886.2700,⚖️ Trung tính,⚖️ Trung tính,⚠️ Cảnh báo sớm: có dấu hiệu đảo chiều,-0.50,-0.20,-1.30,-3.24214171898e-05,4998149.200000011,⚖️ Chưa rõ ràng, | 427ms
2025-10-19 14:24:55,LTC,91.9400,⚖️ Trung tính,⚠️ Cảnh báo sớm: có dấu hiệu đảo chiều — *tiếp diễn Long (yếu)*,⚖️ Trung tính,0.50,2.60,-0.50,-4.50189946186e-05,439835.60000000003,⚖️ Chưa rõ ràng, | 435ms
2025-10-19 14:25:01,LINEA,0.0179,⚠️ Cảnh báo sớm: có dấu hiệu đảo chiều,⚠️ Cảnh báo sớm: có dấu hiệu đảo chiều — *tiếp diễn Short (yếu)*,⚖️ Trung tính,-1.50,-1.20,-0.50,5e-05,2609109.0,⚖️ Chưa rõ ràng, | 971ms
2025-10-19 14:25:02,SOL,185.8600,⚖️ Trung tính,⚠️ Cảnh báo sớm: có dấu hiệu đảo chiều — *tiếp diễn Short (yếu)*,⚖️ Trung tính,-0.50,-1.20,-0.50,1.46464404494e-05,2347743.570000002,⚖️ Chưa rõ ràng, | 545ms
2025-10-19 14:25:02,BNB,1086.2400,⚠️ Cảnh báo sớm: có dấu hiệu đảo chiều,⚠️ Cảnh báo sớm: có dấu hiệu đảo chiều — *tiếp diễn Short (yếu)*,⚖️ Trung tính,-1.50,-1.20,-0.50,2.1232628221e-05,9921961.0,⚖️ Chưa rõ ràng, | 427ms
2025-10-19 14:25:04,ADA,0.6297,⚠️ Cảnh báo sớm: có dấu hiệu đảo chiều,⚠️ Cảnh báo sớm: có dấu hiệu đảo chiều — *tiếp diễn Short (yếu)*,⚖️ Trung tính,-1.50,-1.20,-0.50,-1.57948347052e-05,553832.7,⚖️ Chưa rõ ràng, | 431ms
2025-10-19 14:25:04,PEPE,0.0000,⚖️ Trung tính,⚖️ Trung tính,⚖️ Trung tính,0.50,-0.20,-0.50,-4.27725661416e-05,486817.8999999999,⚖️ Chưa rõ ràng, | 438ms
2025-10-19 14:25:08,BTC,106868.2500,⚠️ Cảnh báo sớm: có dấu hiệu đảo chiều,⚠️ Cảnh báo sớm: có dấu hiệu đảo chiều — *tiếp diễn Short (yếu)*,⚠️ Cảnh báo sớm: có dấu hiệu đảo chiều,-1.50,-1.20,-1.30,-2.14847262625e-05,2302216.6700000046,⚖️ Chưa rõ ràng, | 429ms
2025-10-19 14:25:14,ETH,3885.9900,⚖️ Trung tính,⚖️ Trung tính,⚠️ Cảnh báo sớm: có dấu hiệu đảo chiều,-0.50,-0.20,-1.30,-3.24214171898e-05,4998075.970000011,⚖️ Chưa rõ ràng, | 430ms
2025-10-19 14:25:15,LTC,91.9200,⚖️ Trung tính,⚠️ Cảnh báo sớm: có dấu hiệu đảo chiều — *tiếp diễn Long (yếu)*,⚖️ Trung tính,0.50,2.60,-0.50,-4.50189946186e-05,439867.1000000001,⚖️ Chưa rõ ràng, | 439ms
2025-10-19 14:25:21,LINEA,0.0179,⚠️ Cảnh báo sớm: có dấu hiệu đảo chiều,⚠️ Cảnh báo sớm: có dấu hiệu đảo chiều — *tiếp diễn Short (yếu)*,⚖️ Trung tính,-1.50,-1.20,-0.50,5e-05,2609696.0,⚖️ Chưa rõ ràng, | 431ms
2025-10-19 14:25:21,SOL,185.7900,⚖️ Trung tính,⚠️ Cảnh báo sớm: có dấu hiệu đảo chiều — *tiếp diễn Short (yếu)*,⚖️ Trung tính,-0.50,-1.20,-0.50,1.46464404494e-05,2347711.470000002,⚖️ Chưa rõ ràng, | 434ms
2025-10-19 14:25:22,BNB,1085.6700,⚠️ Cảnh báo sớm: có dấu hiệu đảo chiều,⚠️ Cảnh báo sớm: có dấu hiệu đảo chiều — *tiếp diễn Short (yếu)*,⚖️ Trung tính,-1.50,-1.20,-0.50,2.1232628221e-05,9922587.0,⚖️ Chưa rõ ràng, | 442ms
2025-10-19 14:25:24,ADA,0.6293,⚠️ Cảnh báo sớm: có dấu hiệu đảo chiều,⚠️ Cảnh báo sớm: có dấu hiệu đảo chiều — *tiếp diễn Short (yếu)*,⚖️ Trung tính,-1.50,-1.20,-0.50,-1.69860997138e-05,553829.6,⚖️ Chưa rõ ràng, | 424ms
2025-10-19 14:25:28,PEPE,0.0000,⚖️ Trung tính,⚖️ Trung tính,⚖️ Trung tính,0.50,-0.20,-0.50,-4.37283859099e-05,486797.1999999999,⚖️ Chưa rõ ràng, | 431ms
2025-10-19 14:25:28,BTC,106868.2400,⚠️ Cảnh báo sớm: có dấu hiệu đảo chiều,⚠️ Cảnh báo sớm: có dấu hiệu đảo chiều — *tiếp diễn Short (yếu)*,⚠️ Cảnh báo sớm: có dấu hiệu đảo chiều,-1.50,-1.20,-1.30,-2.11550142043e-05,2302274.2100000046,⚖️ Chưa rõ ràng, | 428ms
2025-10-19 14:25:34,ETH,3885.2600,⚖️ Trung tính,⚖️ Trung tính,⚠️ Cảnh báo sớm: có dấu hiệu đảo chiều,-0.50,-0.20,-1.30,-3.25130210699e-05,4999664.020000011,⚖️ Chưa rõ ràng, | 438ms
2025-10-19 14:25:34,LTC,91.9400,⚖️ Trung tính,⚠️ Cảnh báo sớm: có dấu hiệu đảo chiều — *tiếp diễn Long (yếu)*,⚖️ Trung tính,0.50,2.60,-0.50,-4.36426245176e-05,439969.30000000005,⚖️ Chưa rõ ràng, | 443ms
2025-10-19 14:25:40,LINEA,0.0179,⚠️ Cảnh báo sớm: có dấu hiệu đảo chiều,⚠️ Cảnh báo sớm: có dấu hiệu đảo chiều — *tiếp diễn Short (yếu)*,⚖️ Trung tính,-1.50,-1.20,-0.50,5e-05,2609672.0,⚖️ Chưa rõ ràng, | 434ms
2025-10-19 14:25:41,SOL,185.6900,⚖️ Trung tính,⚠️ Cảnh báo sớm: có dấu hiệu đảo chiều — *tiếp diễn Short (yếu)*,⚖️ Trung tính,-0.50,-1.20,-0.50,1.4113075614e-05,2347717.990000002,⚖️ Chưa rõ ràng, | 439ms
2025-10-19 14:25:41,BNB,1085.4700,⚠️ Cảnh báo sớm: có dấu hiệu đảo chiều,⚠️ Cảnh báo sớm: có dấu hiệu đảo chiều — *tiếp diễn Short (yếu)*,⚖️ Trung tính,-1.50,-1.20,-0.50,2.08050520031e-05,9922722.0,⚖️ Chưa rõ ràng, | 427ms
2025-10-19 14:25:47,ADA,0.6293,⚠️ Cảnh báo sớm: có dấu hiệu đảo chiều,⚠️ Cảnh báo sớm: có dấu hiệu đảo chiều — *tiếp diễn Short (yếu)*,⚖️ Trung tính,-1.50,-1.20,-0.50,-1.69860997138e-05,554139.2999999999,⚖️ Chưa rõ ràng, | 435ms
2025-10-19 14:25:47,PEPE,0.0000,⚠️ Cảnh báo sớm: có dấu hiệu đảo chiều,⚠️ Cảnh báo sớm: có dấu hiệu đảo chiều — *tiếp diễn Short (yếu)*,⚖️ Trung tính,-1.50,-1.20,-0.50,-4.37283859099e-05,486748.8999999999,⚖️ Chưa rõ ràng, | 436ms
2025-10-19 14:25:48,BTC,106886.0000,⚠️ Cảnh báo sớm: có dấu hiệu đảo chiều,⚠️ Cảnh báo sớm: có dấu hiệu đảo chiều — *tiếp diễn Short (yếu)*,⚠️ Cảnh báo sớm: có dấu hiệu đảo chiều,-1.50,-1.20,-1.30,-2.11550142043e-05,2301729.4700000044,⚖️ Chưa rõ ràng, | 437ms
2025-10-19 14:25:53,ETH,3886.9300,⚖️ Trung tính,⚖️ Trung tính,⚠️ Cảnh báo sớm: có dấu hiệu đảo chiều,-0.50,-0.20,-1.30,-3.25130210699e-05,4998890.910000011,⚖️ Chưa rõ ràng, | 429ms
2025-10-19 14:25:54,LTC,91.9800,⚖️ Trung tính,⚠️ Cảnh báo sớm: có dấu hiệu đảo chiều — *tiếp diễn Long (yếu)*,⚖️ Trung tính,0.50,1.80,-0.50,-4.36426245176e-05,440034.8,⚖️ Chưa rõ ràng, | 434ms
2025-10-19 14:26:00,LINEA,0.0179,⚠️ Cảnh báo sớm: có dấu hiệu đảo chiều,⚠️ Cảnh báo sớm: có dấu hiệu đảo chiều — *tiếp diễn Short (yếu)*,⚖️ Trung tính,-1.50,-1.20,-0.50,5e-05,2610107.0,⚖️ Chưa rõ ràng, | 434ms
2025-10-19 14:26:00,SOL,185.8500,⚖️ Trung tính,⚠️ Cảnh báo sớm: có dấu hiệu đảo chiều — *tiếp diễn Short (yếu)*,⚖️ Trung tính,-0.50,-1.20,-0.50,1.4113075614e-05,2347694.2300000023,⚖️ Chưa rõ ràng, | 448ms
2025-10-19 14:26:01,BNB,1086.4000,⚠️ Cảnh báo sớm: có dấu hiệu đảo chiều,⚠️ Cảnh báo sớm: có dấu hiệu đảo chiều — *tiếp diễn Short (yếu)*,⚖️ Trung tính,-1.50,-1.20,-0.50,2.07662638843e-05,9922555.0,⚖️ Chưa rõ ràng, | 444ms
2025-10-19 14:26:06,ADA,0.6296,⚠️ Cảnh báo sớm: có dấu hiệu đảo chiều,⚠️ Cảnh báo sớm: có dấu hiệu đảo chiều — *tiếp diễn Short (yếu)*,⚖️ Trung tính,-1.50,-1.20,-0.50,-1.61885936679e-05,554155.5,⚖️ Chưa rõ ràng, | 429ms
2025-10-19 14:26:07,PEPE,0.0000,⚖️ Trung tính,⚖️ Trung tính,⚖️ Trung tính,0.50,-0.20,-0.50,-4.4676059651e-05,486584.59999999986,⚖️ Chưa rõ ràng, | 426ms
2025-10-19 14:26:07,BTC,106903.2400,⚠️ Cảnh báo sớm: có dấu hiệu đảo chiều,⚠️ Cảnh báo sớm: có dấu hiệu đảo chiều — *tiếp diễn Short (yếu)*,⚠️ Cảnh báo sớm: có dấu hiệu đảo chiều,-1.50,-1.20,-1.30,-2.08014228815e-05,2300304.2600000044,⚖️ Chưa rõ ràng, | 431ms
2025-10-19 14:26:13,ETH,3886.8000,⚖️ Trung tính,⚖️ Trung tính,⚠️ Cảnh báo sớm: có dấu hiệu đảo chiều,-0.50,-0.20,-1.30,-3.21211750905e-05,4998900.290000011,⚖️ Chưa rõ ràng, | 474ms
2025-10-19 14:26:13,LTC,91.9800,⚖️ Trung tính,⚠️ Cảnh báo sớm: có dấu hiệu đảo chiều — *tiếp diễn Long (yếu)*,⚖️ Trung tính,0.50,1.80,-0.50,-4.22281706565e-05,440039.4,⚖️ Chưa rõ ràng, | 439ms
2025-10-19 14:26:19,LINEA,0.0179,⚠️ Cảnh báo sớm: có dấu hiệu đảo chiều,⚠️ Cảnh báo sớm: có dấu hiệu đảo chiều — *tiếp diễn Short (yếu)*,⚖️ Trung tính,-1.50,-1.20,-0.50,5e-05,2610107.0,⚖️ Chưa rõ ràng, | 431ms
2025-10-19 14:26:19,SOL,185.8100,⚖️ Trung tính,⚠️ Cảnh báo sớm: có dấu hiệu đảo chiều — *tiếp diễn Short (yếu)*,⚖️ Trung tính,-0.50,-1.20,-0.50,1.40308201831e-05,2347567.7100000023,⚖️ Chưa rõ ràng, | 433ms
2025-10-19 14:26:20,BNB,1086.1600,⚠️ Cảnh báo sớm: có dấu hiệu đảo chiều,⚠️ Cảnh báo sớm: có dấu hiệu đảo chiều — *tiếp diễn Short (yếu)*,⚖️ Trung tính,-1.50,-1.20,-0.50,2.07662638843e-05,9922553.0,⚖️ Chưa rõ ràng, | 437ms
2025-10-19 14:26:26,ADA,0.6295,⚠️ Cảnh báo sớm: có dấu hiệu đảo chiều,⚠️ Cảnh báo sớm: có dấu hiệu đảo chiều — *tiếp diễn Short (yếu)*,⚖️ Trung tính,-1.50,-1.20,-0.50,-1.61885936679e-05,554169.2,⚖️ Chưa rõ ràng, | 432ms
2025-10-19 14:26:26,PEPE,0.0000,⚖️ Trung tính,⚖️ Trung tính,⚖️ Trung tính,0.50,-0.20,-0.50,-4.4676059651e-05,486470.4999999999,⚖️ Chưa rõ ràng, | 429ms
2025-10-19 14:26:27,BTC,106903.2500,⚠️ Cảnh báo sớm: có dấu hiệu đảo chiều,⚠️ Cảnh báo sớm: có dấu hiệu đảo chiều — *tiếp diễn Short (yếu)*,⚠️ Cảnh báo sớm: có dấu hiệu đảo chiều,-1.50,-1.20,-1.30,-2.08014228815e-05,2300311.200000005,⚖️ Chưa rõ ràng, | 434ms
2025-10-19 14:26:32,ETH,3886.0800,⚖️ Trung tính,⚖️ Trung tính,⚠️ Cảnh báo sớm: có dấu hiệu đảo chiều,-0.50,-0.20,-1.30,-3.21211750905e-05,4999421.480000012,⚖️ Chưa rõ ràng, | 429ms
2025-10-19 14:26:33,LTC,92.0000,⚖️ Trung tính,⚠️ Cảnh báo sớm: có dấu hiệu đảo chiều — *tiếp diễn Long (yếu)*,⚖️ Trung tính,0.50,1.80,-0.50,-4.22281706565e-05,440135.10000000003,⚖️ Chưa rõ ràng, | 437ms
2025-10-19 14:26:38,LINEA,0.0179,⚠️ Cảnh báo sớm: có dấu hiệu đảo chiều,⚠️ Cảnh báo sớm: có dấu hiệu đảo chiều — *tiếp diễn Short (yếu)*,⚖️ Trung tính,-1.50,-1.20,-0.50,5e-05,2610304.0,⚖️ Chưa rõ ràng, | 438ms
2025-10-19 14:26:39,SOL,185.8300,⚖️ Trung tính,⚠️ Cảnh báo sớm: có dấu hiệu đảo chiều — *tiếp diễn Short (yếu)*,⚖️ Trung tính,-0.50,-1.20,-0.50,1.40308201831e-05,2347538.110000002,⚖️ Chưa rõ ràng, | 431ms
2025-10-19 14:26:39,BNB,1085.9100,⚠️ Cảnh báo sớm: có dấu hiệu đảo chiều,⚠️ Cảnh báo sớm: có dấu hiệu đảo chiều — *tiếp diễn Short (yếu)*,⚖️ Trung tính,-1.50,-1.20,-0.50,2.07662638843e-05,9923157.0,⚖️ Chưa rõ ràng, | 431ms
2025-10-19 14:26:45,ADA,0.6293,⚠️ Cảnh báo sớm: có dấu hiệu đảo chiều,⚠️ Cảnh báo sớm: có dấu hiệu đảo chiều — *tiếp diễn Short (yếu)*,⚖️ Trung tính,-1.50,-1.20,-0.50,-1.61885936679e-05,554168.6,⚖️ Chưa rõ ràng, | 427ms
2025-10-19 14:26:45,PEPE,0.0000,⚖️ Trung tính,⚖️ Trung tính,⚖️ Trung tính,0.50,-0.20,-0.50,-4.4676059651e-05,486449.3999999999,⚖️ Chưa rõ ràng, | 438ms
2025-10-19 14:26:47,BTC,106903.2400,⚠️ Cảnh báo sớm: có dấu hiệu đảo chiều,⚠️ Cảnh báo sớm: có dấu hiệu đảo chiều — *tiếp diễn Short (yếu)*,⚠️ Cảnh báo sớm: có dấu hiệu đảo chiều,-1.50,-1.20,-1.30,-2.08014228815e-05,2300333.4800000046,⚖️ Chưa rõ ràng, | 438ms
2025-10-19 14:26:51,ETH,3886.2400,⚖️ Trung tính,⚖️ Trung tính,⚠️ Cảnh báo sớm: có dấu hiệu đảo chiều,-0.50,-0.20,-1.30,-3.21211750905e-05,5000257.320000011,⚖️ Chưa rõ ràng, | 430ms
2025-10-19 14:26:52,LTC,92.0000,⚖️ Trung tính,⚠️ Cảnh báo sớm: có dấu hiệu đảo chiều — *tiếp diễn Long (yếu)*,⚖️ Trung tính,0.50,1.80,-0.50,-4.22281706565e-05,440189.7,⚖️ Chưa rõ ràng, | 433ms
2025-10-19 14:26:58,LINEA,0.0179,⚠️ Cảnh báo sớm: có dấu hiệu đảo chiều,⚠️ Cảnh báo sớm: có dấu hiệu đảo chiều — *tiếp diễn Short (yếu)*,⚖️ Trung tính,-1.50,-1.20,-0.50,5e-05,2610346.0,⚖️ Chưa rõ ràng, | 424ms
2025-10-19 14:26:58,SOL,185.8000,⚖️ Trung tính,⚠️ Cảnh báo sớm: có dấu hiệu đảo chiều — *tiếp diễn Short (yếu)*,⚖️ Trung tính,-0.50,-1.20,-0.50,1.40308201831e-05,2347419.130000002,⚖️ Chưa rõ ràng, | 425ms
2025-10-19 14:26:59,BNB,1085.5200,⚠️ Cảnh báo sớm: có dấu hiệu đảo chiều,⚠️ Cảnh báo sớm: có dấu hiệu đảo chiều — *tiếp diễn Short (yếu)*,⚖️ Trung tính,-1.50,-1.20,-0.50,2.07662638843e-05,9922915.0,⚖️ Chưa rõ ràng, | 435ms
2025-10-19 14:27:04,ADA,0.6294,⚠️ Cảnh báo sớm: có dấu hiệu đảo chiều,⚠️ Cảnh báo sớm: có dấu hiệu đảo chiều — *tiếp diễn Short (yếu)*,⚖️ Trung tính,-1.50,-1.20,-0.50,-1.61885936679e-05,554169.5,⚖️ Chưa rõ ràng, | 432ms
2025-10-19 14:27:04,PEPE,0.0000,⚖️ Trung tính,⚖️ Trung tính,⚖️ Trung tính,0.50,-0.20,-0.50,-4.4676059651e-05,486463.2999999999,⚖️ Chưa rõ ràng, | 426ms
2025-10-19 14:27:06,BTC,106903.2500,⚠️ Cảnh báo sớm: có dấu hiệu đảo chiều,⚠️ Cảnh báo sớm: có dấu hiệu đảo chiều — *tiếp diễn Short (yếu)*,⚠️ Cảnh báo sớm: có dấu hiệu đảo chiều,-1.50,-1.20,-1.30,-2.08014228815e-05,2300333.050000005,⚖️ Chưa rõ ràng, | 428ms
2025-10-19 14:27:11,ETH,3886.5000,⚖️ Trung tính,⚖️ Trung tính,⚠️ Cảnh báo sớm: có dấu hiệu đảo chiều,-0.50,-0.20,-1.30,-3.18275253846e-05,4999802.630000011,⚖️ Chưa rõ ràng, | 432ms
2025-10-19 14:27:12,LTC,91.9500,⚖️ Trung tính,⚠️ Cảnh báo sớm: có dấu hiệu đảo chiều — *tiếp diễn Long (yếu)*,⚖️ Trung tính,0.50,2.60,-0.50,-4.20510584681e-05,440195.60000000003,⚖️ Chưa rõ ràng, | 430ms
2025-10-19 14:27:17,LINEA,0.0179,⚠️ Cảnh báo sớm: có dấu hiệu đảo chiều,⚠️ Cảnh báo sớm: có dấu hiệu đảo chiều — *tiếp diễn Short (yếu)*,⚖️ Trung tính,-1.50,-1.20,-0.50,5e-05,2610346.0,⚖️ Chưa rõ ràng, | 443ms
2025-10-19 14:27:18,SOL,185.8500,⚖️ Trung tính,⚠️ Cảnh báo sớm: có dấu hiệu đảo chiều — *tiếp diễn Short (yếu)*,⚖️ Trung tính,-0.50,-1.20,-0.50,1.41727968701e-05,2347439.0000000023,⚖️ Chưa rõ ràng, | 438ms
2025-10-19 14:27:19,BNB,1085.6600,⚠️ Cảnh báo sớm: có dấu hiệu đảo chiều,⚠️ Cảnh báo sớm: có dấu hiệu đảo chiều — *tiếp diễn Short (yếu)*,⚖️ Trung tính,-1.50,-1.20,-0.50,2.08362852716e-05,9922912.0,⚖️ Chưa rõ ràng, | 433ms
2025-10-19 14:27:24,ADA,0.6296,⚠️ Cảnh báo sớm: có dấu hiệu đảo chiều,⚠️ Cảnh báo sớm: có dấu hiệu đảo chiều — *tiếp diễn Short (yếu)*,⚖️ Trung tính,-1.50,-1.20,-0.50,-1.53938063437e-05,554422.6,⚖️ Chưa rõ ràng, | 437ms
2025-10-19 14:27:25,PEPE,0.0000,⚖️ Trung tính,⚖️ Trung tính,⚖️ Trung tính,0.50,-0.20,-0.50,-4.4399502962e-05,486523.4999999999,⚖️ Chưa rõ ràng, | 430ms
2025-10-19 14:27:29,BTC,106912.0700,⚠️ Cảnh báo sớm: có dấu hiệu đảo chiều,⚠️ Cảnh báo sớm: có dấu hiệu đảo chiều — *tiếp diễn Short (yếu)*,⚠️ Cảnh báo sớm: có dấu hiệu đảo chiều,-1.50,-1.20,-1.30,-2.05220507686e-05,2300192.1000000047,⚖️ Chưa rõ ràng, | 435ms
2025-10-19 14:27:31,ETH,3886.6000,⚖️ Trung tính,⚖️ Trung tính,⚠️ Cảnh báo sớm: có dấu hiệu đảo chiều,-0.50,-0.20,-1.30,-3.18275253846e-05,4999068.130000011,⚖️ Chưa rõ ràng, | 426ms
